#   spin 1          distance            J [rad/s]
  -18   24    6   3.0594117082E+001   1.7514988560E+004
  -10   22   24   3.4058772732E+001   3.4929117222E+004
   -5   17   21   2.7477263328E+001   4.2967778079E+002
    9    1   31   3.2295510524E+001   5.3096745137E+004
   16   16    8   2.4000000000E+001   3.5866131751E+005
   18    2    4   1.8547236991E+001   1.0005958468E+004
    4    2    6   7.4833147735E+000   5.3332542750E+005
  -20   16    8   2.6832815730E+001   9.9671584870E+004
    4   12    8   1.4966629547E+001   6.1290233772E+004
   21   23    5   3.1543620591E+001   5.4505616631E+004
    6   10   28   3.0331501776E+001   5.4977719068E+004
  -29   19   11   3.6373066959E+001   3.7074907613E+003
    6    8   26   2.7856776554E+001   8.0010038167E+004
    7   27    7   2.8757607689E+001   4.7335558583E+005
  -14   22    8   2.7276363394E+001   7.0340892549E+003
  -20    8    8   2.2978250586E+001   8.4066096337E+004
   12   16   12   2.3323807579E+001   9.1575351627E+005
   -9   11   31   3.4102785810E+001   9.0489767143E+002
  -24   18    2   3.0066592757E+001   1.5066033068E+004
   22   24    2   3.2619012861E+001   5.2037778326E+004
  -29   19    3   3.4799425283E+001   6.6091507935E+001
    7   17   21   2.7910571474E+001   4.7857708981E+005
  -18   28    6   3.3823069051E+001   1.1175101137E+004
   22    2   12   2.5139610180E+001   6.9534684977E+005
   21   21   11   3.1670175244E+001   1.6438011323E+005
    0   18    6   1.8973665961E+001   5.9440069405E+005
    9   17   27   3.3151168909E+001   5.1895683100E+003
   16   10   18   2.6076809621E+001   2.1690057182E+004
   23    7   11   2.6438608133E+001   2.0100329264E+005
   24   24   12   3.6000000000E+001   3.8216404312E+002
    1    9   31   3.2295510524E+001   5.3096745137E+004
  -12    2   18   2.1725560982E+001   6.4211669950E+005
   -6   18   20   2.7568097504E+001   1.3406237163E+003
   -7    7   29   3.0643106892E+001   3.1279571991E+005
   -7   13   15   2.1047565180E+001   1.4539325985E+005
    4   22    2   2.2449944321E+001   7.6121390138E+004
   29    7   17   3.4336569427E+001   1.0272761543E+005
    9   23   25   3.5142566782E+001   5.1791128740E+004
   -4   16    4   1.6970562748E+001   3.6955276865E+005
  -27   15   13   3.3511192160E+001   6.2843971737E+003
   10   18    4   2.0976176963E+001   6.8180659633E+005
   -7    7   13   1.6340134638E+001   1.9709653088E+006
  -14   20   26   3.5665109000E+001   7.1936913750E+003
   -3   13   15   2.0074859900E+001   6.4937543198E+004
   30    2   12   3.2372828112E+001   2.8225872823E+005
  -19   11   29   3.6373066959E+001   3.7074907613E+003
   22   14   20   3.2863353450E+001   1.9737396688E+004
   32    2   18   3.6769552622E+001   1.4898571033E+004
   12   26    2   2.8705400189E+001   5.1367975996E+005
    1    5   35   3.5369478368E+001   5.4048102232E+004
    4    6   18   1.9390719430E+001   1.8978054850E+005
   11   29    9   3.2295510524E+001   1.8365750302E+004
    4   32   16   3.6000000000E+001   8.0026960816E+002
   -6   24   18   3.0594117082E+001   1.7514988560E+004
  -16   24   12   3.1240998704E+001   8.6017507782E+004
   14   28    6   3.1874754901E+001   6.0697755123E+004
   -4   12   28   3.0724582991E+001   1.5405585138E+003
   20   28   12   3.6441734317E+001   1.0231312161E+004
    4   14   26   2.9799328852E+001   1.0788531940E+005
   28   20    8   3.5327043465E+001   1.1816751136E+001
   15   11   15   2.3895606291E+001   1.0710593891E+003
    2    2   32   3.2124756808E+001   2.6897886968E+005
  -21   25   13   3.5142566782E+001   1.8910578241E+004
  -11    9    3   1.4525839046E+001   1.1015113081E+005
  -12    0   20   2.3323807579E+001   3.5520559868E+004
   -2   14    8   1.6248076809E+001   2.7132588879E+005
   -8   30   18   3.5888716890E+001   2.2464036011E+003
   26    6    4   2.6981475126E+001   3.5828361261E+003
   -7    9   27   2.9308701780E+001   5.5103743437E+003
   24    4   24   3.4176014981E+001   1.0171979628E+005
   29   13   11   3.3630343442E+001   3.5431268835E+003
    6   16    2   1.7204650534E+001   1.3176812314E+006
    7    9   21   2.3895606291E+001   8.6555574863E+004
    3   25    9   2.6739483914E+001   4.6961346528E+002
  -29   15    3   3.2787192622E+001   5.2210088729E+003
   -3   23    5   2.3727621035E+001   6.5103217385E+004
   27   13    9   3.1288975694E+001   5.8895493815E+004
  -29   15   11   3.4452866354E+001   2.0019138968E+001
   28   16    8   3.3226495452E+001   2.0308989435E+004
  -18   18    4   2.5768197453E+001   2.2217517934E+005
  -17   29   13   3.6041642582E+001   3.6468896921E+003
   20   24    8   3.2249030993E+001   9.3994689143E+001
  -28   20   12   3.6441734317E+001   1.0231312161E+004
  -11   13   19   2.5514701644E+001   2.7373654530E+003
   -7    9   19   2.2158519806E+001   1.8230754102E+004
    5    3   25   2.5670995306E+001   3.0504008296E+003
   -1   21    5   2.1610182785E+001   2.0473442542E+005
   12   10   18   2.3832750576E+001   2.8266892508E+003
   10   26    8   2.8982753492E+001   6.7517717855E-001
   16   14   22   3.0594117082E+001   1.6906297152E+001
  -28    4   16   3.2496153619E+001   1.0027297279E+004
    5   11   17   2.0856653615E+001   6.1503445562E+003
   24   16    8   2.9933259094E+001   2.6921614144E+004
   16   16   28   3.6000000000E+001   3.1146142631E+004
  -27   17   15   3.5256205128E+001   3.2193704254E+003
   12    4   24   2.7129319933E+001   4.0559539535E+003
   17    9   19   2.7037011669E+001   1.0393842232E+005
  -31    9   11   3.4102785810E+001   9.0489767143E+002
   -8   12    8   1.6492422502E+001   8.6092310139E+005
   25   19   13   3.3985290936E+001   1.3814513945E+004
   26   18   12   3.3823069051E+001   4.7680618872E+004
  -19    1   27   3.3030289130E+001   4.2606879592E+004
   33    3   13   3.5594943461E+001   7.9797933490E+003
   -4   12   16   2.0396078054E+001   1.0289207162E+005
   19   27   11   3.4799425283E+001   4.3138036877E+002
   -1   35    7   3.5707142143E+001   4.1140374730E+004
  -14    4   14   2.0199009877E+001   1.3202112877E+006
  -31    9   15   3.5594943461E+001   3.5864489719E+004
  -25   15   19   3.4799425283E+001   2.6554361826E+004
   20   20    8   2.9393876913E+001   9.6005046647E+003
   17   27    1   3.1921779399E+001   5.1794041689E+003
   -2   20   14   2.4494897428E+001   1.7985766872E+004
   -2   10   12   1.5748015748E+001   7.6283973921E+005
   27   19    3   3.3151168909E+001   1.8170605710E+003
  -33    3   15   3.6373066959E+001   1.4082485082E+003
  -19    3   17   2.5670995306E+001   7.5489573047E+004
   -3    9   19   2.1236760582E+001   7.8898451752E+004
   -9    3   11   1.4525839046E+001   1.1015113081E+005
  -28   14   18   3.6110940171E+001   8.6390003840E+004
   25    7   17   3.1032241298E+001   2.3056753862E+005
   24    8    8   2.6532998323E+001   1.3530026540E+004
  -25   19   11   3.3271609519E+001   1.1333800097E+002
   19   19   19   3.2908965344E+001   1.9577735875E+005
  -10   30    4   3.1874754901E+001   9.1379414503E+004
  -29    7    7   3.0643106892E+001   3.1279571991E+005
   25    9   19   3.2664965942E+001   1.0423001249E+005
  -14   14   20   2.8142494559E+001   2.6456369601E+005
   -4    2   34   3.4292856399E+001   5.6330550711E+003
  -10   16   14   2.3494680249E+001   1.4853572985E+005
  -22   28    6   3.6110940171E+001   2.0697274869E+002
  -17   19   19   3.1796226191E+001   3.0537550563E+004
   -5   29   13   3.2171415884E+001   1.0557577486E+005
  -10    2   28   2.9799328852E+001   4.6598400244E+002
   18   16   18   3.0066592757E+001   3.2553211351E-001
  -10   26   16   3.2124756808E+001   5.4137300244E+003
   22   16   14   3.0594117082E+001   1.6906297152E+001
   19    7   19   2.7766886754E+001   3.6948070252E+002
  -14   12    2   1.8547236991E+001   4.9431799949E+005
   16    8   24   2.9933259094E+001   2.6921614144E+004
   -7   25   19   3.2171415884E+001   2.5978836018E+004
   11    3   19   2.2158519806E+001   1.2298826457E+005
  -17   15   23   3.2295510524E+001   1.1085642394E+003
   -6    4    2   7.4833147735E+000   5.3332542750E+005
    8   14   30   3.4058772732E+001   4.0043330290E+003
   27    1    9   2.8478061732E+001   1.2801199378E+005
   12   30   14   3.5213633723E+001   3.0017633478E+003
   18   12    2   2.1725560982E+001   6.4211669950E+005
    2   30   20   3.6110940171E+001   6.2827217515E+004
   -4   12   24   2.7129319933E+001   4.0559539535E+003
    7   15   27   3.1670175244E+001   4.5027356965E+004
  -11   19   29   3.6373066959E+001   3.7074907613E+003
   -3    5    7   9.1104335791E+000   6.4537283608E+005
   26   16    2   3.0594117082E+001   3.2195898579E+005
  -19    1   19   2.6888659319E+001   2.4763129627E+005
  -13   25    9   2.9580398915E+001   5.3942187405E+004
   20    4   28   3.4641016151E+001   4.8336198508E+004
    1   19   21   2.8337254631E+001   1.3127621991E+004
  -10   12    6   1.6733200531E+001   3.7239617029E+004
   15   15    3   2.1424285286E+001   1.6394769512E+004
   11    1    1   1.1090536506E+001   3.8838435716E+004
  -35    5    3   3.5482389998E+001   3.4052367481E+002
  -20   18   10   2.8705400189E+001   9.4392734444E+004
   16    8   28   3.3226495452E+001   2.0308989435E+004
  -24   20   16   3.5099857550E+001   2.3814162427E+003
