#   spin 1          distance            C12 nuclear [rad/s]
   11    7    7   1.4798648587E+001   4.0013061949E+003
  -11   35    1   3.6701498607E+001   7.9608576188E+002
    1   27    1   2.7037011669E+001   1.9875474886E+003
   24   12   16   3.1240998704E+001   2.7568832068E+002
   17    7   17   2.5039968051E+001  -9.6166091835E+002
   11   23    7   2.6438608133E+001   1.6854881966E+003
   -1   15    3   1.5329709717E+001   9.6911040494E+003
   -7    1   19   2.0273134933E+001  -7.7400594337E+003
  -17   11   27   3.3749074061E+001  -9.4412946069E+002
  -20    6   18   2.7568097504E+001  -5.2514768748E+002
   19   23   15   3.3391615714E+001   4.1806622719E+002
   -5   19    7   2.0856653615E+001   2.8783852634E+003
  -18    0   26   3.1622776602E+001  -1.2822499530E+003
    7   13   25   2.9034462282E+001  -1.9728330637E+003
   -7   13   19   2.4062418831E+001  -2.4644142099E+003
   15    7   11   1.9874606914E+001   4.0703974392E+002
  -13   23    3   2.6589471601E+001   2.0180873279E+003
  -12   32   12   3.6221540553E+001   5.5670825568E+002
   19    9   29   3.5818989377E+001  -8.2953482187E+002
    1    9   27   2.8478061732E+001  -2.8976496569E+003
    7   21   21   3.0512292605E+001  -5.8464392555E+002
    5   29   11   3.1416556145E+001   8.0421336299E+002
   -9   25    9   2.8053520278E+001   1.2349280236E+003
   13   17   11   2.4062418831E+001   1.0561775185E+003
   -3   29   11   3.1160872902E+001   8.1627234245E+002
   -5    1    9   1.0344080433E+001  -4.5295915445E+004
   24   16   16   3.2984845005E+001   3.2326398107E+002
  -12   14    6   1.9390719430E+001   3.8560686657E+003
   26    4    6   2.6981475126E+001   1.7101839188E+003
  -18   24    6   3.0594117082E+001   1.2184852942E+003
  -10   22   24   3.4058772732E+001  -4.8885823991E+002
   -5   17   21   2.7477263328E+001  -1.4304099874E+003
    9    1   31   3.2295510524E+001  -2.0657921801E+003
   16   16    8   2.4000000000E+001   1.9021930605E+003
   18    2    4   1.8547236991E+001   5.3195535090E+003
    4    2    6   7.4833147735E+000  -8.7400285898E+004
  -20   16    8   2.6832815730E+001   1.4972084123E+003
    4   12    8   1.4966629547E+001   1.6807747288E+003
   21   23    5   3.1543620591E+001   1.1620095642E+003
    6   10   28   3.0331501776E+001  -2.2001537284E+003
  -29   19   11   3.6373066959E+001   5.9477293759E+002
    6    8   26   2.7856776554E+001  -2.9439443954E+003
    7   27    7   2.8757607689E+001   1.3637184493E+003
  -14   22    8   2.7276363394E+001   1.4420699133E+003
  -20    8    8   2.2978250586E+001   2.0688740307E+003
   12   16   12   2.3323807579E+001   6.4003002876E+002
   -9   11   31   3.4102785810E+001  -1.4708173263E+003
  -24   18    2   3.0066592757E+001   1.4319351678E+003
   22   24    2   3.2619012861E+001   1.1236763673E+003
  -29   19    3   3.4799425283E+001   9.1510498610E+002
    7   17   21   2.7910571474E+001  -1.2668781115E+003
  -18   28    6   3.3823069051E+001   9.2315424573E+002
   22    2   12   2.5139610180E+001   7.8562786194E+002
   21   21   11   3.1670175244E+001   7.9233204088E+002
    0   18    6   1.8973665961E+001   4.0422564810E+003
    9   17   27   3.3151168909E+001  -1.0718012062E+003
   16   10   18   2.6076809621E+001  -9.5519083513E+002
   23    7   11   2.6438608133E+001   1.0259493371E+003
   24   24   12   3.6000000000E+001   5.6361275866E+002
    1    9   31   3.2295510524E+001  -2.0657921801E+003
  -12    2   18   2.1725560982E+001  -4.0746901073E+003
   -6   18   20   2.7568097504E+001  -1.0899291627E+003
   -7    7   29   3.0643106892E+001  -2.3124416009E+003
   -7   13   15   2.1047565180E+001  -2.2154310923E+003
    4   22    2   2.2449944321E+001   3.4030500682E+003
   29    7   17   3.4336569427E+001   2.5783962355E+002
    9   23   25   3.5142566782E+001  -4.7096882117E+002
   -4   16    4   1.6970562748E+001   6.7252680610E+003
  -27   15   13   3.3511192160E+001   5.7492460918E+002
   10   18    4   2.0976176963E+001   3.8074477568E+003
   -7    7   13   1.6340134638E+001  -8.1266707626E+003
  -14   20   26   3.5665109000E+001  -5.1675369938E+002
   -3   13   15   2.0074859900E+001  -3.2906816228E+003
   30    2   12   3.2372828112E+001   6.8337184634E+002
  -19   11   29   3.6373066959E+001  -7.4346617199E+002
   22   14   20   3.2863353450E+001  -1.2348136865E+002
   32    2   18   3.6769552622E+001   2.2300851448E+002
   12   26    2   2.8705400189E+001   1.6433027316E+003
    1    5   35   3.5369478368E+001  -1.7273045555E+003
    4    6   18   1.9390719430E+001  -8.5754362865E+003
   11   29    9   3.2295510524E+001   8.9817051307E+002
    4   32   16   3.6000000000E+001   3.4443001918E+002
   -6   24   18   3.0594117082E+001  -5.2977621488E+001
  -16   24   12   3.1240998704E+001   7.2103099255E+002
   14   28    6   3.1874754901E+001   1.0885068234E+003
   -4   12   28   3.0724582991E+001  -2.0283936683E+003
   20   28   12   3.6441734317E+001   5.4991099009E+002
    4   14   26   2.9799328852E+001  -1.9136037529E+003
   28   20    8   3.5327043465E+001   7.5701943967E+002
   15   11   15   2.3895606291E+001  -5.2652942399E+002
    2    2   32   3.2124756808E+001  -2.3518547773E+003
  -21   25   13   3.5142566782E+001   5.3572703408E+002
  -11    9    3   1.4525839046E+001   1.1222542582E+004
  -12    0   20   2.3323807579E+001  -3.7487473113E+003
   -2   14    8   1.6248076809E+001   2.5078540397E+003
   -8   30   18   3.5888716890E+001   2.0935194602E+002
   26    6    4   2.6981475126E+001   1.8756855884E+003
   -7    9   27   2.9308701780E+001  -2.4221149073E+003
   24    4   24   3.4176014981E+001  -4.7376229866E+002
   29   13   11   3.3630343442E+001   7.0418097079E+002
    6   16    2   1.7204650534E+001   7.4313658017E+003
    7    9   21   2.3895606291E+001  -3.8072127581E+003
    3   25    9   2.6739483914E+001   1.3619352836E+003
  -29   15    3   3.2787192622E+001   1.0909873103E+003
   -3   23    5   2.3727621035E+001   2.5593425205E+003
   27   13    9   3.1288975694E+001   9.6805640329E+002
  -29   15   11   3.4452866354E+001   6.6954533960E+002
   28   16    8   3.3226495452E+001   8.8828378001E+002
  -18   18    4   2.5768197453E+001   2.1386518458E+003
  -17   29   13   3.6041642582E+001   5.1366725457E+002
   20   24    8   3.2249030993E+001   9.5894142761E+002
  -28   20   12   3.6441734317E+001   5.4991099009E+002
  -11   13   19   2.5514701644E+001  -1.5758354007E+003
   -7    9   19   2.2158519806E+001  -4.3711685559E+003
    5    3   25   2.5670995306E+001  -4.3022893514E+003
   -1   21    5   2.1610182785E+001   3.2807523060E+003
   12   10   18   2.3832750576E+001  -2.0724788299E+003
   10   26    8   2.8982753492E+001   1.2498456064E+003
   16   14   22   3.0594117082E+001  -7.5934590799E+002
  -28    4   16   3.2496153619E+001   3.1348175497E+002
    5   11   17   2.0856653615E+001  -4.3175778951E+003
   24   16    8   2.9933259094E+001   1.1555326261E+003
   16   16   28   3.6000000000E+001  -6.8886003836E+002
  -27   17   15   3.5256205128E+001   4.1129183814E+002
   12    4   24   2.7129319933E+001  -2.6625435096E+003
   17    9   19   2.7037011669E+001  -9.6101197250E+002
  -31    9   11   3.4102785810E+001   6.8410108200E+002
   -8   12    8   1.6492422502E+001   2.5861118486E+003
   25   19   13   3.3985290936E+001   5.6376696303E+002
   26   18   12   3.3823069051E+001   6.3444577506E+002
  -19    1   27   3.3030289130E+001  -1.0995836025E+003
   33    3   13   3.5594943461E+001   5.2462820120E+002
   -4   12   16   2.0396078054E+001  -3.9335883955E+003
   19   27   11   3.4799425283E+001   6.5541303059E+002
   -1   35    7   3.5707142143E+001   7.6650186321E+002
  -14    4   14   2.0199009877E+001  -2.1115514823E+003
  -31    9   15   3.5594943461E+001   4.0865775672E+002
  -25   15   19   3.4799425283E+001   9.8930268768E+001
   20   20    8   2.9393876913E+001   1.2079932123E+003
   17   27    1   3.1921779399E+001   1.2090320819E+003
   -2   20   14   2.4494897428E+001   5.3676315538E+001
   -2   10   12   1.5748015748E+001  -7.4932150737E+003
   27   19    3   3.3151168909E+001   1.0560394237E+003
  -33    3   15   3.6373066959E+001   4.0147173287E+002
  -19    3   17   2.5670995306E+001  -7.3591791537E+002
   -3    9   19   2.1236760582E+001  -5.7710561620E+003
   -9    3   11   1.4525839046E+001  -9.2707960457E+003
  -28   14   18   3.6110940171E+001   2.1326701107E+002
   25    7   17   3.1032241298E+001   1.3157854886E+002
   24    8    8   2.6532998323E+001   1.5357406867E+003
  -25   19   11   3.3271609519E+001   7.1975296150E+002
   19   19   19   3.2908965344E+001  -2.4574071508E-013
  -10   30    4   3.1874754901E+001   1.1604345871E+003
  -29    7    7   3.0643106892E+001   1.1562208004E+003
   25    9   19   3.2664965942E+001  -1.6970260590E+001
  -14   14   20   2.8142494559E+001  -9.1164716607E+002
   -4    2   34   3.4292856399E+001  -1.9062325719E+003
  -10   16   14   2.3494680249E+001  -1.9835099509E+002
  -22   28    6   3.6110940171E+001   7.6827513626E+002
  -17   19   19   3.1796226191E+001  -8.7384455531E+001
   -5   29   13   3.2171415884E+001   6.0431395776E+002
  -10    2   28   2.9799328852E+001  -2.4574700827E+003
   18   16   18   3.0066592757E+001  -1.0916097692E+002
  -10   26   16   3.2124756808E+001   3.0435767706E+002
   22   16   14   3.0594117082E+001   5.1211700771E+002
   19    7   19   2.7766886754E+001  -7.4558682654E+002
  -14   12    2   1.8547236991E+001   5.9665262331E+003
   16    8   24   2.9933259094E+001  -1.3656294672E+003
   -7   25   19   3.2171415884E+001  -5.4937632523E+001
   11    3   19   2.2158519806E+001  -4.3711685559E+003
  -17   15   23   3.2295510524E+001  -6.1075594889E+002
   -6    4    2   7.4833147735E+000   7.3954088068E+004
    8   14   30   3.4058772732E+001  -1.3254255096E+003
   27    1    9   2.8478061732E+001   1.1961228235E+003
   12   30   14   3.5213633723E+001   4.7497741544E+002
   18   12    2   2.1725560982E+001   3.7487148987E+003
    2   30   20   3.6110940171E+001   6.6806533588E+001
   -4   12   24   2.7129319933E+001  -2.6625435096E+003
    7   15   27   3.1670175244E+001  -1.4658142756E+003
  -11   19   29   3.6373066959E+001  -7.4346617199E+002
   -3    5    7   9.1104335791E+000  -4.0222060989E+004
   26   16    2   3.0594117082E+001   1.3597589515E+003
  -19    1   19   2.6888659319E+001  -1.0102673897E+003
  -13   25    9   2.9580398915E+001   1.1007191515E+003
   20    4   28   3.4641016151E+001  -9.1091728094E+002
    1   19   21   2.8337254631E+001  -1.1225199225E+003
  -10   12    6   1.6733200531E+001   5.1714573307E+003
   15   15    3   2.1424285286E+001   3.7751273799E+003
   11    1    1   1.1090536506E+001   2.8209672523E+004
  -35    5    3   3.5482389998E+001   8.6402430572E+002
  -20   18   10   2.8705400189E+001   1.0604564425E+003
   16    8   28   3.3226495452E+001  -1.2155462253E+003
  -24   20   16   3.5099857550E+001   3.4353484001E+002
